eco,name,movetext
C17,"French Defense: Winawer Variation, Maróczy-Wallis Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 cxd4 6.axb4 dxc3"
C17,"French Defense: Winawer Variation, Retreat Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5"
C17,"French Defense: Winawer Variation, Retreat Variation, Armenian Line","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5 6.b4 cxd4"
C18,"French Defense: Winawer Variation, Advance Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3"
C18,"French Defense: Winawer Variation, Classical Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qc7"
C19,"French Defense: Winawer Variation, Advance Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7"
C19,"French Defense: Winawer Variation, Advance Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.a4"
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4"
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7 8.Qxg7 Rg8 9.Qxh7 cxd4 10.Ne2"
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation, Paoli Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7 8.Qxg7 Rg8 9.Qxh7 cxd4 10.Kd1"
C19,"French Defense: Winawer Variation, Positional Variation","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Nf3"
C20,"Barnes Opening: Walkerling","1.f3 e5 2.e4 Nf6 3.Bc4"
C20,"Bongcloud Attack","1.e4 e5 2.Ke2"
C20,"Center Game","1.e4 e5 2.d4"
C20,"English Opening: The Whale","1.e4 e5 2.c4"
C20,"King's Pawn Game","1.e4 e5"
C20,"King's Pawn Game: Alapin Opening","1.e4 e5 2.Ne2"
C20,"King's Pawn Game: Bavarian Gambit","1.e4 e5 2.c4 d5"
C20,"King's Pawn Game: Beyer Gambit","1.e4 e5 2.d4 d5"
C20,"King's Pawn Game: Clam Variation, King's Gambit Reversed","1.e4 e5 2.d3 f5"
C20,"King's Pawn Game: King's Head Opening","1.e4 e5 2.f3"
C20,"King's Pawn Game: King's Head Opening","1.e4 e5 2.f3 Nf6 3.Nc3"
C20,"King's Pawn Game: Leonardis Variation","1.e4 e5 2.d3"
C20,"King's Pawn Game: Macleod Attack","1.e4 e5 2.c3"
C20,"King's Pawn Game: Macleod Attack, Lasa Gambit","1.e4 e5 2.c3 f5"
C20,"King's Pawn Game: Macleod Attack, Norwalde Gambit","1.e4 e5 2.c3 d5 3.Qh5 Bd6"
C20,"King's Pawn Game: Mengarini's Opening","1.e4 e5 2.a3"
C20,"King's Pawn Game: Napoleon Attack","1.e4 e5 2.Qf3"
C20,"King's Pawn Game: Philidor Gambit","1.e4 e5 2.d4 d6 3.dxe5 Bd7"
C20,"King's Pawn Game: Tortoise Opening","1.e4 e5 2.Bd3"
C20,"King's Pawn Game: Wayward Queen Attack","1.e4 e5 2.Qh5"
C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit","1.e4 e5 2.Qh5 Nf6"
C20,"King's Pawn Game: Wayward Queen Attack, Mellon Gambit","1.e4 e5 2.Qh5 Nc6 3.Bc4 Nh6 4.d3 g6 5.Qf3 f6 6.Ne2 d5"
C20,"King's Pawn Game: Weber Gambit","1.e4 e5 2.d3 d5 3.exd5 c6 4.dxc6 Nxc6"
C20,"King's Pawn Opening","1.e4 e5 2.b3"
C20,"King's Pawn Opening: Speers","1.e4 e5 2.Qg4 Nf6 3.Qf5"
C20,"King's Pawn Opening: Van Hooydoon Gambit","1.e4 e5 2.Qe2 Nc6 3.c3 Nf6 4.Nf3 Bc5 5.d4 exd4 6.cxd4 Nxd4"
C20,"Portuguese Opening","1.e4 e5 2.Bb5"
C20,"Portuguese Opening: Miguel Gambit","1.e4 e5 2.Bb5 Bc5 3.b4"
C20,"Portuguese Opening: Portuguese Gambit","1.e4 e5 2.Bb5 Nf6 3.d4"
C21,"Center Game","1.e4 e5 2.d4 exd4 3.Qxd4"
C21,"Center Game Accepted","1.e4 e5 2.d4 exd4"
C21,"Center Game: Halasz-McDonnell Gambit","1.e4 e5 2.d4 exd4 3.f4"
C21,"Center Game: Halasz-McDonnell Gambit, Crocodile Variation","1.e4 e5 2.d4 exd4 3.f4 Bc5 4.Nf3 Nc6 5.c3"
C21,"Center Game: Kieseritzky Variation","1.e4 e5 2.d4 exd4 3.Nf3"
C21,"Center Game: Kieseritzky Variation","1.e4 e5 2.d4 exd4 3.Nf3 c5"
C21,"Center Game: Kieseritzky Variation","1.e4 e5 2.d4 exd4 3.Nf3 c5 4.Bc4"
C21,"Center Game: Kieseritzky Variation","1.e4 e5 2.d4 exd4 3.Nf3 c5 4.Bc4 b5"
C21,"Center Game: Lanc-Arnold Gambit","1.e4 e5 2.d4 exd4 3.Nf3 Bc5 4.c3"
C21,"Center Game: Lanc-Arnold Gambit, Schippler Gambit","1.e4 e5 2.d4 exd4 3.Nf3 Bc5 4.c3 dxc3 5.Bc4"
C21,"Center Game: Ross Gambit","1.e4 e5 2.d4 exd4 3.Bd3"
C21,"Center Game: von der Lasa Gambit","1.e4 e5 2.d4 exd4 3.Bc4"
C21,"Danish Gambit","1.e4 e5 2.d4 exd4 3.c3"
C21,"Danish Gambit Accepted","1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2"
C21,"Danish Gambit Accepted: Chigorin Defense","1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 Qe7"
C21,"Danish Gambit Accepted: Classical Defense","1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 Nf6"
C21,"Danish Gambit Accepted: Copenhagen Defense","1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 Bb4+"
C21,"Danish Gambit Accepted: Schlechter Defense","1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 d5"
C21,"Danish Gambit Accepted: Svenonius Defense","1.e4 e5 2.d4 exd4 3.c3 Ne7"
C21,"Danish Gambit Declined: Sorensen Defense","1.e4 e5 2.d4 exd4 3.c3 d5"
C22,"Center Game: Berger Variation","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6"
C22,"Center Game: Charousek Variation","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Bb4+ 5.c3 Be7"
C22,"Center Game: Hall Variation","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qc4"
C22,"Center Game: Kupreichik Variation","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6 5.Nc3 Bb4 6.Bd2 O-O 7.O-O-O Re8 8.Bc4 d6 9.Nh3"
C22,"Center Game: Normal Variation","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6"
C22,"Center Game: Paulsen Attack Variation","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3"
C22,"Center Game: l'Hermet Variation","1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 f5"
C23,"Bishop's Opening","1.e4 e5 2.Bc4"
C23,"Bishop's Opening: Anderssen Gambit","1.e4 e5 2.Bc4 b5 3.Bxb5 c6"
C23,"Bishop's Opening: Boi Variation","1.e4 e5 2.Bc4 Bc5"
C23,"Bishop's Opening: Calabrese Countergambit","1.e4 e5 2.Bc4 f5"
C23,"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation","1.e4 e5 2.Bc4 f5 3.d3"
C23,"Bishop's Opening: Four Pawns Gambit","1.e4 e5 2.Bc4 Bc5 3.b4 Bxb4 4.f4 exf4 5.Nf3 Be7 6.d4 Bh4+ 7.g3 fxg3 8.O-O gxh2+ 9.Kh1"
C23,"Bishop's Opening: Khan Gambit","1.e4 e5 2.Bc4 d5"
C23,"Bishop's Opening: Lewis Countergambit","1.e4 e5 2.Bc4 Bc5 3.c3 d5"
C23,"Bishop's Opening: Lewis Countergambit","1.e4 e5 2.Bc4 Bc5 3.c3 d5 4.Bxd5 Nf6"
C23,"Bishop's Opening: Lewis Countergambit, Walker Variation","1.e4 e5 2.Bc4 Bc5 3.c3 d5 4.Bxd5 Nf6 5.d4"
C23,"Bishop's Opening: Lewis Gambit","1.e4 e5 2.Bc4 Bc5 3.d4"
C23,"Bishop's Opening: Lisitsyn Variation","1.e4 e5 2.Bc4 c6 3.d4 d5 4.exd5 cxd5 5.Bb5+ Bd7 6.Bxd7+ Nxd7 7.dxe5 Nxe5 8.Ne2"
C23,"Bishop's Opening: Lopez Gambit","1.e4 e5 2.Bc4 Bc5 3.Qe2 Nc6 4.c3 Nf6 5.f4"
C23,"Bishop's Opening: Lopez Variation","1.e4 e5 2.Bc4 Bc5 3.Qe2"
C23,"Bishop's Opening: Lopez Variation, Lopez Gambit","1.e4 e5 2.Bc4 Bc5 3.Qe2 Nf6 4.f4"
C23,"Bishop's Opening: McDonnell Gambit","1.e4 e5 2.Bc4 Bc5 3.b4"
C23,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit","1.e4 e5 2.Bc4 Bc5 3.b4 Bxb4 4.c3"
C23,"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit","1.e4 e5 2.Bc4 Bc5 3.b4 Bxb4 4.f4"
C23,"Bishop's Opening: Philidor Counterattack","1.e4 e5 2.Bc4 c6"
C23,"Bishop's Opening: Philidor Variation","1.e4 e5 2.Bc4 Bc5 3.c3"
C23,"Bishop's Opening: Pratt Variation","1.e4 e5 2.Bc4 Bc5 3.c3 Nf6 4.d4 exd4 5.e5 d5 6.exf6 dxc4 7.Qh5 O-O"
C23,"Bishop's Opening: Stein Gambit","1.e4 e5 2.Bc4 Bc5 3.f4"
C23,"Bishop's Opening: Thorold Gambit","1.e4 e5 2.Bc4 b5 3.Bxb5 f5"
C23,"Bishop's Opening: del Rio Variation","1.e4 e5 2.Bc4 Bc5 3.c3 Qg5"
C24,"Bishop's Opening: Berlin Defense","1.e4 e5 2.Bc4 Nf6"
C24,"Bishop's Opening: Berlin Defense, Greco Gambit","1.e4 e5 2.Bc4 Nf6 3.f4"
C24,"Bishop's Opening: Kitchener Folly","1.e4 e5 2.Bc4 Nf6 3.d3 Be7 4.Nf3 O-O"
C24,"Bishop's Opening: Krejcik Gambit","1.e4 e5 2.Bc4 Nf6 3.f3 Bc5 4.Ne2 Nc6 5.b4"
C24,"Bishop's Opening: Pachman Gambit","1.e4 e5 2.Bc4 Nf6 3.Ne2 Nxe4 4.Nec3"
C24,"Bishop's Opening: Ponziani Gambit","1.e4 e5 2.Bc4 Nf6 3.d4"
C24,"Bishop's Opening: Urusov Gambit, Panov Variation","1.e4 e5 2.Bc4 Nf6 3.d4 exd4 4.Nf3 d5 5.exd5 Bb4+ 6.c3 Qe7+"
C24,"Bishop's Opening: Vienna Hybrid","1.e4 e5 2.Bc4 Nf6 3.d3 Nc6 4.Nc3"
C24,"Bishop's Opening: Warsaw Gambit","1.e4 e5 2.Bc4 Nf6 3.d4 exd4 4.c3"
C25,"Vienna Game","1.e4 e5 2.Nc3"
C25,"Vienna Game: Anderssen Defense","1.e4 e5 2.Nc3 Bc5"
C25,"Vienna Game: Fyfe Gambit","1.e4 e5 2.Nc3 Nc6 3.d4"
C25,"Vienna Game: Giraffe Attack","1.e4 e5 2.Nc3 Bc5 3.Qg4"
C25,"Vienna Game: Hamppe-Meitner Variation","1.e4 e5 2.Nc3 Bc5 3.Na4"
C25,"Vienna Game: Hamppe-Muzio Gambit","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 g5 5.Bc4 g4 6.O-O"
C25,"Vienna Game: Hamppe-Muzio, Dubois Variation","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 g5 5.Bc4 g4 6.O-O gxf3 7.Qxf3 Ne5 8.Qxf4 Qf6"
C25,"Vienna Game: Max Lange Defense","1.e4 e5 2.Nc3 Nc6"
C25,"Vienna Game: Omaha Gambit","1.e4 e5 2.Nc3 d6 3.f4"
C25,"Vienna Game: Paulsen Variation","1.e4 e5 2.Nc3 Nc6 3.g3"
C25,"Vienna Game: Paulsen Variation","1.e4 e5 2.Nc3 Nc6 3.g3 Nf6 4.Bg2 Bc5 5.Nge2 d5"
C25,"Vienna Game: Paulsen Variation, Mariotti Gambit","1.e4 e5 2.Nc3 Nc6 3.g3 Bc5 4.Bg2 h5 5.Nf3 h4"
C25,"Vienna Game: Philidor Countergambit","1.e4 e5 2.Nc3 Nc6 3.d4 f5"
C25,"Vienna Game: Pierce Gambit, Rushmere Attack","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 g5 5.d4 g4 6.Bc4 gxf3 7.O-O d5 8.exd5 Bg4 9.dxc6"
C25,"Vienna Game: Stanley Variation, Meitner-Mieses Gambit","1.e4 e5 2.Nc3 Nc6 3.Bc4 Bc5 4.Qg4 Qf6 5.Nd5"
C25,"Vienna Game: Vienna Gambit","1.e4 e5 2.Nc3 Nc6 3.f4"
C25,"Vienna Game: Vienna Gambit, Cunningham Defense","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 Be7"
C25,"Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 g5 5.h4 g4 6.Ng5"
C25,"Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Alapin Variation","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 g5 5.h4 g4 6.Ng5 d6"
C25,"Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Thorold Variation","1.e4 e5 2.f4 exf4 3.Nf3 Nc6 4.Nc3 g5 5.h4 g4 6.Ng5 h6 7.Nxf7 Kxf7 8.d4"
C25,"Vienna Game: Vienna Gambit, Hamppe-Muzio Gambit","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 g5 5.Bc4 g4 6.O-O gxf3"
C25,"Vienna Game: Vienna Gambit, Pierce Gambit","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 g5 5.d4"
C25,"Vienna Game: Vienna Gambit, Quelle Gambit","1.e4 e5 2.Nc3 Nc6 3.f4 Bc5 4.fxe5 d6"
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.d4"
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Fraser-Minckwitz Defense","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.d4 Qh4+ 5.Ke2 b6"
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Knight Variation","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3"
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Main Line","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.d4 Qh4+ 5.Ke2"
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Paulsen Defense","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.d4 Qh4+ 5.Ke2 d6"
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Sörensen Defense","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.d4 Qh4+ 5.Ke2 g5"
C25,"Vienna Game: Vienna Gambit, Steinitz Gambit, Zukertort Defense","1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.d4 Qh4+ 5.Ke2 d5"
C25,"Vienna Game: Zhuravlev Countergambit","1.e4 e5 2.Nc3 Bb4 3.Qg4 Nf6"
C26,"Bishop's Opening: Horwitz Gambit","1.e4 e5 2.Bc4 Nf6 3.Nc3 b5"
C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack","1.e4 e5 2.Nc3 Nf6 3.Bc4 Bc5 4.d3"
C26,"Vienna Game: Falkbeer Variation","1.e4 e5 2.Nc3 Nf6"
C26,"Vienna Game: Mengarini Variation","1.e4 e5 2.Nc3 Nf6 3.a3"
C26,"Vienna Game: Mieses Variation","1.e4 e5 2.Nc3 Nf6 3.g3"
C26,"Vienna Game: Mieses Variation, Erben Gambit","1.e4 e5 2.Nc3 Nf6 3.g3 d5 4.exd5 c6"
C26,"Vienna Game: Paulsen Variation, Pollock Gambit","1.e4 e5 2.Nc3 Nf6 3.g3 Bc5 4.Bg2 Nc6 5.Nge2 d5 6.exd5"
C26,"Vienna Game: Stanley Variation","1.e4 e5 2.Nc3 Nf6 3.Bc4"
C26,"Vienna Game: Stanley Variation, Eifel Gambit","1.e4 e5 2.Nc3 Nf6 3.Bc4 Bc5 4.Nge2 b5"
C26,"Vienna Game: Stanley Variation, Reversed Spanish","1.e4 e5 2.Nc3 Nf6 3.Bc4 Bb4"
C26,"Vienna Game: Vienna Gambit","1.e4 e5 2.Nc3 Nf6 3.f4"
C27,"Bishop's Opening: Boden-Kieseritzky Gambit","1.e4 e5 2.Nf3 Nf6 3.Bc4 Nxe4 4.Nc3"
C27,"Bishop's Opening: Boden-Kieseritzky Gambit, Lichtenhein Defense","1.e4 e5 2.Nf3 Nf6 3.Bc4 Nxe4 4.Nc3 d5"
C27,"Vienna Game: Adams' Gambit","1.e4 e5 2.Nc3 Nf6 3.Bc4 Nxe4 4.Qh5 Nd6 5.Bb3 Nc6 6.d4"
C27,"Vienna Game: Frankenstein-Dracula Variation","1.e4 e5 2.Nc3 Nf6 3.Bc4 Nxe4"
C27,"Vienna Game: Stanley Variation, Alekhine Variation","1.e4 e5 2.Nc3 Nf6 3.Bc4 Nxe4 4.Qh5 Nd6 5.Bb3 Be7 6.Nf3 Nc6 7.Nxe5"
C27,"Vienna Game: Stanley Variation, Frankenstein-Dracula Variation","1.e4 e5 2.Nc3 Nf6 3.Bc4 Nxe4 4.Qh5 Nd6 5.Bb3 Nc6 6.Nb5 g6 7.Qf3 f5 8.Qd5 Qe7 9.Nxc7+ Kd8 10.Nxa8 b6"
C27,"Vienna Game: Stanley Variation, Monster Declined","1.e4 e5 2.Nc3 Nf6 3.Bc4 Nxe4 4.Qh5 Nd6 5.Bb3 Be7"
C28,"Bishop's Opening: Vienna Hybrid, Hromádka Variation","1.e4 e5 2.Nc3 Nc6 3.Bc4 Nf6 4.d3 Bb4 5.Ne2"
C28,"Vienna Game: Stanley Variation, Bronstein Gambit","1.e4 e5 2.Nc3 Nc6 3.Bc4 Nf6 4.f4 Nxe4 5.Nf3"
C28,"Vienna Game: Stanley Variation, Three Knights Variation","1.e4 e5 2.Nc3 Nc6 3.Bc4 Nf6"
C29,"Vienna Game: Heyde Variation","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.Qf3 f5 6.d4"
C29,"Vienna Game: Vienna Gambit, Bardeleben Variation","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.Qf3 f5"
C29,"Vienna Game: Vienna Gambit, Breyer Variation","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.Nf3 Be7"
C29,"Vienna Game: Vienna Gambit, Kaufmann Variation","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.Nf3 Bg4 6.Qe2"
C29,"Vienna Game: Vienna Gambit, Main Line","1.e4 e5 2.Nc3 Nf6 3.f4 d5"
C29,"Vienna Game: Vienna Gambit, Modern Variation","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.d3"
C29,"Vienna Game: Vienna Gambit, Paulsen Attack","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.Qf3"
C29,"Vienna Game: Vienna Gambit, Steinitz Variation","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.d3"
C29,"Vienna Game: Vienna Gambit, Wurzburger Trap","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.d3 Qh4+ 6.g3 Nxg3 7.Nf3 Qh5 8.Nxd5"
C30,"King's Gambit","1.e4 e5 2.f4"
C30,"King's Gambit Declined: Classical Variation","1.e4 e5 2.f4 Bc5"
C30,"King's Gambit Declined: Classical Variation","1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3"
C30,"King's Gambit Declined: Classical Variation, Euwe Attack","1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3 Bg4 5.fxe5 dxe5 6.Qa4+"
C30,"King's Gambit Declined: Classical Variation, Rotlewi Countergambit","1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.b4"
C30,"King's Gambit Declined: Classical Variation, Rubinstein Countergambit","1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3 f5"
C30,"King's Gambit Declined: Classical, Hanham Variation","1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.Nc3 Nd7"
C30,"King's Gambit Declined: Classical, Réti Variation","1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3 f5 5.fxe5 dxe5 6.d4 exd4 7.Bc4"
C30,"King's Gambit Declined: Classical, Soldatenkov Variation","1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.fxe5"
C30,"King's Gambit Declined: Classical, Svenonius Variation","1.e4 e5 2.Bc4 Nc6 3.Nc3 Nf6 4.d3 Bc5 5.f4 d6 6.Nf3 Bg4 7.h3 Bxf3 8.Qxf3 exf4"
C30,"King's Gambit Declined: Hobbs-Zilbermints Gambit","1.e4 e5 2.f4 Nc6 3.Nf3 g5 4.fxg5 h6"
C30,"King's Gambit Declined: Keene Defense","1.e4 e5 2.f4 Qh4+ 3.g3 Qe7"
C30,"King's Gambit Declined: Keene's Defense","1.e4 e5 2.f4 Qh4+"
C30,"King's Gambit Declined: Keene's Defense","1.e4 e5 2.f4 Qh4+ 3.g3"
C30,"King's Gambit Declined: Mafia Defense","1.e4 c5 2.f4 e5"
C30,"King's Gambit Declined: Miles Defense","1.e4 e5 2.f4 Nc6 3.Nf3 f5"
C30,"King's Gambit Declined: Norwalde Variation","1.e4 e5 2.f4 Qf6"
C30,"King's Gambit Declined: Norwalde Variation, Bücker Gambit","1.e4 e5 2.f4 Qf6 3.Nc3 Qxf4 4.Nf3 Bb4 5.Bc4"
C30,"King's Gambit Declined: Norwalde Variation, Schubert Variation","1.e4 e5 2.f4 Qf6 3.Nc3 Qxf4 4.d4"
C30,"King's Gambit Declined: Panteldakis Countergambit","1.e4 e5 2.f4 f5"
C30,"King's Gambit Declined: Panteldakis Countergambit, Greco Variation","1.e4 e5 2.f4 f5 3.exf5 Qh4+"
C30,"King's Gambit Declined: Panteldakis Countergambit, Pawn Sacrifice Line","1.e4 e5 2.f4 f5 3.exf5 exf4 4.Qh5+ g6 5.fxg6 Qe7+ 6.Kd1"
C30,"King's Gambit Declined: Panteldakis Countergambit, Schiller's Defense","1.e4 e5 2.f4 f5 3.exf5 Bc5"
C30,"King's Gambit Declined: Panteldakis Countergambit, Shirazi Line","1.e4 e5 2.f4 f5 3.exf5 exf4 4.Qh5+ Ke7"
C30,"King's Gambit Declined: Panteldakis Countergambit, Symmetrical Variation","1.e4 e5 2.f4 f5 3.exf5 exf4 4.Nf3 d5 5.d4 Bd6 6.Bd3"
C30,"King's Gambit Declined: Petrov's Defense","1.e4 e5 2.f4 Nf6"
C30,"King's Gambit Declined: Queen's Knight Defense","1.e4 e5 2.f4 Nc6"
C30,"King's Gambit Declined: Senechaud Countergambit","1.e4 e5 2.f4 Bc5 3.Nf3 g5"
C30,"King's Gambit Declined: Soller-Zilbermints Gambit","1.e4 e5 2.f4 f6 3.fxe5 Nc6"
C30,"King's Gambit Declined: Zilbermints Double Gambit","1.e4 e5 2.f4 Nc6 3.Nf3 g5"
C30,"King's Gambit: Zilbermints Double Countergambit","1.e4 e5 2.f4 g5"
C31,"King's Gambit Declined: Falkbeer Countergambit","1.e4 e5 2.f4 d5"
C31,"King's Gambit Declined: Falkbeer Countergambit Accepted","1.e4 e5 2.f4 d5 3.exd5"
C31,"King's Gambit Declined: Falkbeer Countergambit, Anderssen Attack","1.e4 e5 2.f4 d5 3.exd5 e4 4.Bb5+"
C31,"King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack","1.e4 e5 2.f4 d5 3.Nf3"
C31,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit","1.e4 e5 2.f4 d5 3.exd5 e4 4.d3"
C31,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Morphy Defense","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.exd5 e4 5.d3 Bb4 6.Bd2 e3"
C31,"King's Gambit Declined: Falkbeer Countergambit, Hinrichsen Gambit","1.e4 e5 2.f4 d5 3.d4"
C31,"King's Gambit Declined: Falkbeer Countergambit, Miles Gambit","1.e4 e5 2.f4 d5 3.exd5 Bc5"
C31,"King's Gambit Declined: Falkbeer Countergambit, Milner-Barry Variation","1.e4 e5 2.f4 d5 3.Nc3"
C31,"King's Gambit Declined: Falkbeer Countergambit, Modern Transfer","1.e4 e5 2.f4 d5 3.exd5 exf4"
C31,"King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit","1.e4 e5 2.f4 d5 3.exd5 c6"
C31,"King's Gambit Declined: Falkbeer Countergambit, Pickler Gambit","1.e4 e5 2.f4 d5 3.exd5 c6 4.dxc6 Bc5"
C31,"King's Gambit Declined: Falkbeer Countergambit, Rubinstein Variation","1.e4 e5 2.f4 d5 3.exd5 e4 4.Nc3 Nf6 5.Qe2"
C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line","1.e4 e5 2.f4 d5 3.exd5 e4"
C31,"Van Geet Opening: Grünfeld Defense, Steiner Gambit","1.e4 e5 2.f4 d5 3.Nc3 dxe4 4.Nxe4"
C32,"King's Gambit Declined: Falkbeer Countergambit, Alapin Variation","1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.dxe4 Nxe4 6.Nf3 Bc5 7.Qe2 Bf2+ 8.Kd1 Qxd5+ 9.Nfd2"
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit","1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.dxe4 Nxe4 6.Qe2"
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit Accepted","1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.dxe4"
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Keres Variation","1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.Nd2"
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Main Line","1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.dxe4 Nxe4 6.Nf3 Bc5 7.Qe2 Bf5"
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Old Line","1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.Qe2"
